material_id,cif,ef_per_atom,tc,superband_id,superband_formula,superband_cif_id,mp_material_id,cif_source,composition_key
superband-13928,"# generated using pymatgen
data_Zr0.516V5.484Ga2
_symmetry_space_group_name_H-M   Pm-3n
_cell_length_a   4.78964500
_cell_length_b   4.78964500
_cell_length_c   4.78964500
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   223
_chemical_formula_structural   Zr0.516V5.484Ga2
_chemical_formula_sum   'Zr0.516 V5.484 Ga2'
_cell_volume   109.87780534
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
  2  '-x, -y, -z'
  3  '-y+1/2, x+1/2, z+1/2'
  4  'y+1/2, -x+1/2, -z+1/2'
  5  '-x, -y, z'
  6  'x, y, -z'
  7  'y+1/2, -x+1/2, z+1/2'
  8  '-y+1/2, x+1/2, -z+1/2'
  9  'x, -y, -z'
  10  '-x, y, z'
  11  '-y+1/2, -x+1/2, -z+1/2'
  12  'y+1/2, x+1/2, z+1/2'
  13  '-x, y, -z'
  14  'x, -y, z'
  15  'y+1/2, x+1/2, -z+1/2'
  16  '-y+1/2, -x+1/2, z+1/2'
  17  'z, x, y'
  18  '-z, -x, -y'
  19  'z+1/2, -y+1/2, x+1/2'
  20  '-z+1/2, y+1/2, -x+1/2'
  21  'z, -x, -y'
  22  '-z, x, y'
  23  'z+1/2, y+1/2, -x+1/2'
  24  '-z+1/2, -y+1/2, x+1/2'
  25  '-z, x, -y'
  26  'z, -x, y'
  27  '-z+1/2, -y+1/2, -x+1/2'
  28  'z+1/2, y+1/2, x+1/2'
  29  '-z, -x, y'
  30  'z, x, -y'
  31  '-z+1/2, y+1/2, x+1/2'
  32  'z+1/2, -y+1/2, -x+1/2'
  33  'y, z, x'
  34  '-y, -z, -x'
  35  'x+1/2, z+1/2, -y+1/2'
  36  '-x+1/2, -z+1/2, y+1/2'
  37  '-y, z, -x'
  38  'y, -z, x'
  39  '-x+1/2, z+1/2, y+1/2'
  40  'x+1/2, -z+1/2, -y+1/2'
  41  '-y, -z, x'
  42  'y, z, -x'
  43  '-x+1/2, -z+1/2, -y+1/2'
  44  'x+1/2, z+1/2, y+1/2'
  45  'y, -z, -x'
  46  '-y, z, x'
  47  'x+1/2, -z+1/2, y+1/2'
  48  '-x+1/2, z+1/2, -y+1/2'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  V  V0  6  0.00000000  0.50000000  0.25000000  0.914
  Zr  Zr1  6  0.00000000  0.50000000  0.25000000
  0.08600000000000001
  Ga  Ga2  2  0.00000000  0.00000000  0.00000000  1.0
",-0.1741018756249994,9.9,13928,Ga1V2.742Zr0.258,15776,mp-22568,3dsc_mp,Ga:0.25|V:0.6855|Zr:0.0645
superband-11188,"# generated using pymatgen
data_Y1Mn0.2Ni1.8B2C1
_symmetry_space_group_name_H-M   I4/mmm
_cell_length_a   3.54879000
_cell_length_b   3.54879000
_cell_length_c   5.76144136
_cell_angle_alpha   107.93739470
_cell_angle_beta   107.93739470
_cell_angle_gamma   89.99999999
_symmetry_Int_Tables_number   139
_chemical_formula_structural   Y1Mn0.2Ni1.8B2C1
_chemical_formula_sum   'Y1 Mn0.2 Ni1.8 B2 C1'
_cell_volume   65.31524372
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
  2  '-x, -y, -z'
  3  '-y+z, x, z'
  4  'y-z, -x, -z'
  5  '-x+z, -y+z, z'
  6  'x-z, y-z, -z'
  7  'y, -x+z, z'
  8  '-y, x-z, -z'
  9  'x-z, -y, -z'
  10  '-x+z, y, z'
  11  '-y, -x, -z'
  12  'y, x, z'
  13  '-x, y-z, -z'
  14  'x, -y+z, z'
  15  'y-z, x-z, -z'
  16  '-y+z, -x+z, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Y  Y0  1  0.50000000  0.50000000  0.00000000  1.0
  Ni  Ni1  2  0.25000000  0.75000000  0.50000000  0.9
  Mn  Mn2  2  0.25000000  0.75000000  0.50000000  0.1
  B  B3  2  0.14390200  0.14390200  0.28780400  1.0
  C  C4  1  0.00000000  0.00000000  0.00000000  1.0
",-0.5109282141666659,8.7,11188,B2C1Mn0.2Ni1.8Y1,11223,mp-6576,3dsc_mp,B:0.333333|C:0.166667|Mn:0.0333333|Ni:0.3|Y:0.166667
superband-11802,"# generated using pymatgen
data_Ba2Ca0.7Nd0.3Tl1Cu2O7
_symmetry_space_group_name_H-M   P4/mmm
_cell_length_a   3.84050200
_cell_length_b   3.84050200
_cell_length_c   13.04874800
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   123
_chemical_formula_structural   Ba2Ca0.7Nd0.3Tl1Cu2O7
_chemical_formula_sum   'Ba2 Ca0.7 Nd0.3 Tl1 Cu2 O7'
_cell_volume   192.46192942
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
  2  '-x, -y, -z'
  3  '-y, x, z'
  4  'y, -x, -z'
  5  '-x, -y, z'
  6  'x, y, -z'
  7  'y, -x, z'
  8  '-y, x, -z'
  9  'x, -y, -z'
  10  '-x, y, z'
  11  '-y, -x, -z'
  12  'y, x, z'
  13  '-x, y, -z'
  14  'x, -y, z'
  15  'y, x, -z'
  16  '-y, -x, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ba  Ba0  2  0.00000000  0.00000000  0.29190300  1.0
  Ca  Ca1  1  0.00000000  0.00000000  0.00000000  0.7
  Nd  Nd2  1  0.00000000  0.00000000  0.00000000  0.3
  Tl  Tl3  1  0.50000000  0.50000000  0.50000000  1.0
  Cu  Cu4  2  0.50000000  0.50000000  0.13162100  1.0
  O  O5  4  0.00000000  0.50000000  0.12002700  1.0
  O  O6  2  0.50000000  0.50000000  0.33994000  1.0
  O  O7  1  0.00000000  0.00000000  0.50000000  1.0
",-1.978767086794871,95.5,11802,Ba2Ca0.7Cu2Nd0.3Tl1O7,11825,mp-632802,3dsc_mp,Ba:0.153846|Ca:0.0538462|Cu:0.153846|Nd:0.0230769|O:0.538462|Tl:0.0769231
superband-14189,"# generated using pymatgen
data_Hf7.8W2.2
_symmetry_space_group_name_H-M   Fd-3m
_cell_length_a   7.04020543
_cell_length_b   7.04020543
_cell_length_c   7.04020543
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   227
_chemical_formula_structural   Hf7.8W2.2
_chemical_formula_sum   'Hf7.8 W2.2'
_cell_volume   246.74081659
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
  2  '-y+1/4, -z+1/4, x+y+z+1/4'
  3  'z, -x-y-z, x'
  4  'x+y+z+1/4, -x+1/4, -y+1/4'
  5  'y, x, -x-y-z'
  6  '-z+1/4, -y+1/4, -x+1/4'
  7  '-x-y-z, z, y'
  8  '-x+1/4, x+y+z+1/4, -z+1/4'
  9  'z, x, y'
  10  'x+y+z+1/4, -y+1/4, -z+1/4'
  11  'x, z, -x-y-z'
  12  '-y+1/4, x+y+z+1/4, -x+1/4'
  13  '-x-y-z, y, x'
  14  '-x+1/4, -z+1/4, -y+1/4'
  15  'y, -x-y-z, z'
  16  '-z+1/4, -x+1/4, x+y+z+1/4'
  17  'y, z, x'
  18  '-z+1/4, x+y+z+1/4, -y+1/4'
  19  '-x-y-z, x, z'
  20  '-x+1/4, -y+1/4, x+y+z+1/4'
  21  'x, -x-y-z, y'
  22  '-y+1/4, -x+1/4, -z+1/4'
  23  'z, y, -x-y-z'
  24  'x+y+z+1/4, -z+1/4, -x+1/4'
  25  '-x+1/4, -y+1/4, -z+1/4'
  26  'y, z, -x-y-z'
  27  '-z+1/4, x+y+z+1/4, -x+1/4'
  28  '-x-y-z, x, y'
  29  '-y+1/4, -x+1/4, x+y+z+1/4'
  30  'z, y, x'
  31  'x+y+z+1/4, -z+1/4, -y+1/4'
  32  'x, -x-y-z, z'
  33  '-z+1/4, -x+1/4, -y+1/4'
  34  '-x-y-z, y, z'
  35  '-x+1/4, -z+1/4, x+y+z+1/4'
  36  'y, -x-y-z, x'
  37  'x+y+z+1/4, -y+1/4, -x+1/4'
  38  'x, z, y'
  39  '-y+1/4, x+y+z+1/4, -z+1/4'
  40  'z, x, -x-y-z'
  41  '-y+1/4, -z+1/4, -x+1/4'
  42  'z, -x-y-z, y'
  43  'x+y+z+1/4, -x+1/4, -z+1/4'
  44  'x, y, -x-y-z'
  45  '-x+1/4, x+y+z+1/4, -y+1/4'
  46  'y, x, z'
  47  '-z+1/4, -y+1/4, x+y+z+1/4'
  48  '-x-y-z, z, x'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Hf  Hf0  8  0.39518600  0.39518600  0.39518600  0.975
  W  W1  8  0.39518600  0.39518600  0.39518600  0.025
  W  W2  2  0.00000000  0.00000000  0.00000000  1.0
",1.1730673539999998,2.77,14189,Hf0.78W0.22,15870,mp-1212292,3dsc_mp,Hf:0.78|W:0.22
superband-11147,"# generated using pymatgen
data_Gd0.2Y0.8Ni2B2C1
_symmetry_space_group_name_H-M   I4/mmm
_cell_length_a   3.54879000
_cell_length_b   3.54879000
_cell_length_c   5.76144136
_cell_angle_alpha   107.93739470
_cell_angle_beta   107.93739470
_cell_angle_gamma   89.99999999
_symmetry_Int_Tables_number   139
_chemical_formula_structural   Gd0.2Y0.8Ni2B2C1
_chemical_formula_sum   'Gd0.2 Y0.8 Ni2 B2 C1'
_cell_volume   65.31524372
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
  2  '-x, -y, -z'
  3  '-y+z, x, z'
  4  'y-z, -x, -z'
  5  '-x+z, -y+z, z'
  6  'x-z, y-z, -z'
  7  'y, -x+z, z'
  8  '-y, x-z, -z'
  9  'x-z, -y, -z'
  10  '-x+z, y, z'
  11  '-y, -x, -z'
  12  'y, x, z'
  13  '-x, y-z, -z'
  14  'x, -y+z, z'
  15  'y-z, x-z, -z'
  16  '-y+z, -x+z, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Y  Y0  1  0.50000000  0.50000000  0.00000000  0.8
  Gd  Gd1  1  0.50000000  0.50000000  0.00000000  0.2
  Ni  Ni2  2  0.25000000  0.75000000  0.50000000  1.0
  B  B3  2  0.14390200  0.14390200  0.28780400  1.0
  C  C4  1  0.00000000  0.00000000  0.00000000  1.0
",-0.5109282141666659,8.1,11147,B2C1Gd0.2Ni2Y0.8,11223,mp-6576,3dsc_mp,B:0.333333|C:0.166667|Gd:0.0333333|Ni:0.333333|Y:0.133333
superband-10692,"# generated using pymatgen
data_Ba1.558Na0.442Fe4As4
_symmetry_space_group_name_H-M   Cmmm
_cell_length_a   5.45873200
_cell_length_b   5.46282100
_cell_length_c   6.96934908
_cell_angle_alpha   90.00000000
_cell_angle_beta   113.05560185
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   65
_chemical_formula_structural   Ba1.558Na0.442Fe4As4
_chemical_formula_sum   'Ba1.558 Na0.442 Fe4 As4'
_cell_volume   191.22642479
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
  2  '-x, -y, -z'
  3  '-x, y, -z'
  4  'x, -y, z'
  5  'x-z, -y, -z'
  6  '-x+z, y, z'
  7  '-x+z, -y, z'
  8  'x-z, y, -z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ba  Ba0  1  0.50000000  0.50000000  0.00000000  1.0
  Na  Na1  1  0.00000000  0.00000000  0.00000000
  0.44199999999999995
  Ba  Ba2  1  0.00000000  0.00000000  0.00000000  0.558
  Fe  Fe3  4  0.00000000  0.24955600  0.50000000  1.0
  As  As4  2  0.14979100  0.50000000  0.29958200  1.0
  As  As5  2  0.35023800  0.00000000  0.70047600  1.0
",-0.3865939246551718,8.0,10692,As2Ba0.779Fe2Na0.221,10670,mp-1227868,3dsc_mp,As:0.4|Ba:0.1558|Fe:0.4|Na:0.0442
superband-11688,"# generated using pymatgen
data_Ba1.8Sr0.2Yb1Cu4O8
_symmetry_space_group_name_H-M   Cmmm
_cell_length_a   3.83237000
_cell_length_b   3.86422700
_cell_length_c   14.07800749
_cell_angle_alpha   90.00000000
_cell_angle_beta   97.82292326
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   65
_chemical_formula_structural   Ba1.8Sr0.2Yb1Cu4O8
_chemical_formula_sum   'Ba1.8 Sr0.2 Yb1 Cu4 O8'
_cell_volume   206.54303381
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
  2  '-x, -y, -z'
  3  '-x, y, -z'
  4  'x, -y, z'
  5  'x-z, -y, -z'
  6  '-x+z, y, z'
  7  '-x+z, -y, z'
  8  'x-z, y, -z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ba  Ba0  2  0.36958300  0.50000000  0.73916600  0.9
  Sr  Sr1  2  0.36958300  0.50000000  0.73916600  0.1
  Yb  Yb2  1  0.50000000  0.50000000  0.00000000  1.0
  Cu  Cu3  2  0.05722200  0.00000000  0.11444400  1.0
  Cu  Cu4  2  0.21219500  0.00000000  0.42439000  1.0
  O  O5  2  0.05354700  0.50000000  0.10709400  1.0
  O  O6  2  0.14673500  0.00000000  0.29347000  1.0
  O  O7  2  0.27994700  0.00000000  0.55989400  1.0
  O  O8  2  0.44705300  0.00000000  0.89410600  1.0
",-1.929793377333333,82.0,11688,Ba1.8Cu4Sr0.2Yb1O8,12034,mp-15039,3dsc_mp,Ba:0.12|Cu:0.266667|O:0.533333|Sr:0.0133333|Yb:0.0666667
superband-13338,"# generated using pymatgen
data_Zn0.1Cu1.9Se4
_symmetry_space_group_name_H-M   Pnnm
_cell_length_a   3.81095700
_cell_length_b   5.04209200
_cell_length_c   6.21856300
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   58
_chemical_formula_structural   Zn0.1Cu1.9Se4
_chemical_formula_sum   'Zn0.1 Cu1.9 Se4'
_cell_volume   119.49090565
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
  2  '-x, -y, -z'
  3  'x, -y, -z'
  4  '-x, y, z'
  5  '-x+1/2, y+1/2, -z+1/2'
  6  'x+1/2, -y+1/2, z+1/2'
  7  '-x+1/2, -y+1/2, z+1/2'
  8  'x+1/2, y+1/2, -z+1/2'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cu  Cu0  2  0.00000000  0.00000000  0.00000000  0.95
  Zn  Zn1  2  0.00000000  0.00000000  0.00000000  0.05
  Se  Se2  4  0.00000000  0.18812300  0.38530800  1.0
",-0.3979110282291659,2.45,13338,Cu0.95Se2Zn0.05,13504,mp-2000,3dsc_mp,Cu:0.316667|Se:0.666667|Zn:0.0166667
superband-12590,"# generated using pymatgen
data_La1Cu0.2Ni0.8C2
_symmetry_space_group_name_H-M   Amm2
_cell_length_a   3.82731293
_cell_length_b   3.82731293
_cell_length_c   3.97763500
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   106.73987644
_symmetry_Int_Tables_number   38
_chemical_formula_structural   La1Cu0.2Ni0.8C2
_chemical_formula_sum   'La1 Cu0.2 Ni0.8 C2'
_cell_volume   55.79651955
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
  2  '-y, -x, -z'
  3  'x, y, -z'
  4  '-y, -x, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  La  La0  1  0.00005700  0.99994300  0.00000000  1.0
  Ni  Ni1  1  0.38738100  0.61261900  0.50000000  0.8
  Cu  Cu2  1  0.38738100  0.61261900  0.50000000  0.2
  C  C3  2  0.54938500  0.15182300  0.50000000  1.0
",-0.2548051637499995,3.45,12590,C2Cu0.2La1Ni0.8,12606,mp-1018048,3dsc_mp,C:0.5|Cu:0.05|La:0.25|Ni:0.2
superband-13296,"# generated using pymatgen
data_Cs0.69W3O9
_symmetry_space_group_name_H-M   P6/mmm
_cell_length_a   3.88745900
_cell_length_b   7.54474600
_cell_length_c   7.54474626
_cell_angle_alpha   119.99999886
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   191
_chemical_formula_structural   Cs0.69W3O9
_chemical_formula_sum   'Cs0.69 W3 O9'
_cell_volume   191.63980500
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
  2  '-x, -y, -z'
  3  'x, y-z, y'
  4  '-x, -y+z, -y'
  5  'x, -z, y-z'
  6  '-x, z, -y+z'
  7  'x, -y, -z'
  8  '-x, y, z'
  9  'x, -y+z, -y'
  10  '-x, y-z, y'
  11  'x, z, -y+z'
  12  '-x, -z, y-z'
  13  '-x, -z, -y'
  14  'x, z, y'
  15  '-x, -y, -y+z'
  16  'x, y, y-z'
  17  '-x, -y+z, z'
  18  'x, y-z, -z'
  19  '-x, z, y'
  20  'x, -z, -y'
  21  '-x, y, y-z'
  22  'x, -y, -y+z'
  23  '-x, y-z, -z'
  24  'x, -y+z, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cs  Cs0  1  0.00000000  0.00000000  0.00000000  0.69
  W  W1  3  0.50000000  0.00000000  0.50000000  1.0
  O  O2  6  0.50000000  0.21084000  0.78916000  1.0
  O  O3  3  0.00000000  0.00000000  0.50000000  1.0
",-2.24610700561008,6.0,13296,Cs0.23W1O3,13299,mp-753119,3dsc_mp,Cs:0.0543735|O:0.70922|W:0.236407
superband-14293,"# generated using pymatgen
data_In0.05Sn0.95Te1
_symmetry_space_group_name_H-M   Fm-3m
_cell_length_a   4.53766968
_cell_length_b   4.53766968
_cell_length_c   4.53766968
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   225
_chemical_formula_structural   In0.05Sn0.95Te1
_chemical_formula_sum   'In0.05 Sn0.95 Te1'
_cell_volume   66.06685550
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
  2  '-x, -y, -z'
  3  '-y, -z, x+y+z'
  4  'y, z, -x-y-z'
  5  'z, -x-y-z, x'
  6  '-z, x+y+z, -x'
  7  'x+y+z, -x, -y'
  8  '-x-y-z, x, y'
  9  'y, x, -x-y-z'
  10  '-y, -x, x+y+z'
  11  '-z, -y, -x'
  12  'z, y, x'
  13  '-x-y-z, z, y'
  14  'x+y+z, -z, -y'
  15  '-x, x+y+z, -z'
  16  'x, -x-y-z, z'
  17  'z, x, y'
  18  '-z, -x, -y'
  19  'x+y+z, -y, -z'
  20  '-x-y-z, y, z'
  21  'x, z, -x-y-z'
  22  '-x, -z, x+y+z'
  23  '-y, x+y+z, -x'
  24  'y, -x-y-z, x'
  25  '-x-y-z, y, x'
  26  'x+y+z, -y, -x'
  27  '-x, -z, -y'
  28  'x, z, y'
  29  'y, -x-y-z, z'
  30  '-y, x+y+z, -z'
  31  '-z, -x, x+y+z'
  32  'z, x, -x-y-z'
  33  'y, z, x'
  34  '-y, -z, -x'
  35  '-z, x+y+z, -y'
  36  'z, -x-y-z, y'
  37  '-x-y-z, x, z'
  38  'x+y+z, -x, -z'
  39  '-x, -y, x+y+z'
  40  'x, y, -x-y-z'
  41  'x, -x-y-z, y'
  42  '-x, x+y+z, -y'
  43  '-y, -x, -z'
  44  'y, x, z'
  45  'z, y, -x-y-z'
  46  '-z, -y, x+y+z'
  47  'x+y+z, -z, -x'
  48  '-x-y-z, z, x'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sn  Sn0  1  0.00000000  0.00000000  0.00000000  0.95
  In  In1  1  0.00000000  0.00000000  0.00000000  0.05
  Te  Te2  1  0.50000000  0.50000000  0.50000000  1.0
",-0.4971617975000004,1.43,14293,In0.05Sn0.95Te1,15674,mp-1883,3dsc_mp,In:0.025|Sn:0.475|Te:0.5
superband-12600,"# generated using pymatgen
data_La0.8Th0.2Ni1C2
_symmetry_space_group_name_H-M   Amm2
_cell_length_a   3.82731293
_cell_length_b   3.82731293
_cell_length_c   3.97763500
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   106.73987644
_symmetry_Int_Tables_number   38
_chemical_formula_structural   La0.8Th0.2Ni1C2
_chemical_formula_sum   'La0.8 Th0.2 Ni1 C2'
_cell_volume   55.79651955
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
  2  '-y, -x, -z'
  3  'x, y, -z'
  4  '-y, -x, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  La  La0  1  0.00005700  0.99994300  0.00000000  0.8
  Th  Th1  1  0.00005700  0.99994300  0.00000000  0.2
  Ni  Ni2  1  0.38738100  0.61261900  0.50000000  1.0
  C  C3  2  0.54938500  0.15182300  0.50000000  1.0
",-0.2548051637499995,5.4,12600,C2La0.8Ni1Th0.2,12606,mp-1018048,3dsc_mp,C:0.5|La:0.2|Ni:0.25|Th:0.05
superband-12308,"# generated using pymatgen
data_Sr3.85867599Ca1.929338Cu3.85867599Bi3.85867599O16
_symmetry_space_group_name_H-M   Ccc2
_cell_length_a   5.41711500
_cell_length_b   5.47289800
_cell_length_c   16.11398919
_cell_angle_alpha   80.22274970
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   37
_chemical_formula_structural
Sr3.85867599Ca1.929338Cu3.85867599Bi3.85867599O16
_chemical_formula_sum
'Sr3.85867599 Ca1.929338 Cu3.85867599 Bi3.85867599 O16'
_cell_volume   470.79762868
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
  2  'x, -y, -z'
  3  'x+1/2, -y-z, z'
  4  'x+1/2, y+z, -z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sr  Sr0  4  0.00566800  0.39301000  0.71153700  0.96466899795
  Ca  Ca1  2  0.00125500  0.50000000  0.50000000  0.96466899795
  Cu  Cu2  4  0.00244800  0.04889400  0.40238100  0.96466899795
  Bi  Bi3  4  0.05890900  0.22521300  0.10298500  0.96466899795
  O  O4  4  0.01605300  0.12535500  0.23110400  1.0
  O  O5  4  0.25235900  0.30133000  0.39772100  1.0
  O  O6  4  0.25263700  0.19901900  0.60191600  1.0
  O  O7  4  0.46329800  0.28156100  0.10682700  1.0
",-2.074956548222222,87.5,12308,Bi2Ca1Cu2Sr2O8.293,12272,mp-1218930,3dsc_mp,Bi:0.130779|Ca:0.0653894|Cu:0.130779|O:0.542274|Sr:0.130779
superband-14114,"# generated using pymatgen
data_Sr1Ge2Pd1.96Pt0.04
_symmetry_space_group_name_H-M   I4/mmm
_cell_length_a   4.43867200
_cell_length_b   4.43867200
_cell_length_c   6.03054834
_cell_angle_alpha   111.59328752
_cell_angle_beta   111.59328752
_cell_angle_gamma   89.99999999
_symmetry_Int_Tables_number   139
_chemical_formula_structural   Sr1Ge2Pd1.96Pt0.04
_chemical_formula_sum   'Sr1 Ge2 Pd1.96 Pt0.04'
_cell_volume   101.45304754
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
  2  '-x, -y, -z'
  3  '-y+z, x, z'
  4  'y-z, -x, -z'
  5  '-x+z, -y+z, z'
  6  'x-z, y-z, -z'
  7  'y, -x+z, z'
  8  '-y, x-z, -z'
  9  'x-z, -y, -z'
  10  '-x+z, y, z'
  11  '-y, -x, -z'
  12  'y, x, z'
  13  '-x, y-z, -z'
  14  'x, -y+z, z'
  15  'y-z, x-z, -z'
  16  '-y+z, -x+z, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sr  Sr0  1  0.00000000  0.00000000  0.00000000  1.0
  Ge  Ge1  2  0.37057000  0.37057000  0.74114000  1.0
  Pd  Pd2  2  0.25000000  0.75000000  0.50000000  0.98
  Pt  Pt3  2  0.25000000  0.75000000  0.50000000  0.02
",-0.7134818633333324,3.16,14114,Ge2Pd1.96Pt0.04Sr1,14118,mp-978986,3dsc_mp,Ge:0.4|Pd:0.392|Pt:0.008|Sr:0.2
